"Mittauspiste Sijainti Päivä Suuntakoodi Ajoneuvoluokka",,,,,KLO_00-01,KLO_02-03,KLO_03-04,KLO_05-06,KLO_06-07,KLO_07-08,KLO_08-09,KLO_09-10,KLO_10-11,KLO_11-12,KLO_12-13,KLO_13-14,KLO_14-15,KLO_15-16,KLO_16-17,KLO_17-18,KLO_18-19,KLO_19-20,KLO_20-21,KLO_21-22,KLO_22-23,KLO_23-00
1252,st866_Kuusamo_T,2020/03/25,2,"11 HA-PA",,,,,,,1,,,,,2,1,,,1,2,2,,,,
1252,st866_Kuusamo_T,2020/03/25,2,"12 KAIP",,,,,,,,,,1,1,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/03/25,2,"14 KAPP",,,,,,,,1,2,,,2,1,,3,1,,,,,,
1252,st866_Kuusamo_T,2020/03/25,2,"15 KATP",,,,,,,1,1,,1,,1,1,1,2,,,,,,,
1252,st866_Kuusamo_T,2020/03/26,1,"11 HA-PA",,,,,,4,5,2,4,1,,4,,1,2,2,,2,,,,
1252,st866_Kuusamo_T,2020/03/26,1,"12 KAIP",,,,,,,,,,,,,,,,,,2,,,,
1252,st866_Kuusamo_T,2020/03/26,1,"14 KAPP",,,,,,,3,5,3,,5,,,,1,,,,,,,
1252,st866_Kuusamo_T,2020/03/26,1,"15 KATP",,,,,,1,1,,,1,1,,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/03/26,1,"17 HA + AV",,,,,,,,,,,1,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/03/26,2,"11 HA-PA",,,,,,,,1,1,,1,2,2,,1,1,,5,1,,,
1252,st866_Kuusamo_T,2020/03/26,2,"12 KAIP",,,,,,,,,,,,,,,,,,,1,,,
1252,st866_Kuusamo_T,2020/03/26,2,"14 KAPP",,,,,,,1,1,1,2,3,2,1,,1,1,,,,,,
1252,st866_Kuusamo_T,2020/03/26,2,"15 KATP",,,,,,,,1,,,1,1,,,1,,,,,,,
1252,st866_Kuusamo_T,2020/03/27,1,"11 HA-PA",,,,,,7,,,,1,3,,2,2,,,,,,,,
1252,st866_Kuusamo_T,2020/03/27,1,"12 KAIP",,,,,,1,,,1,,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/03/27,1,"14 KAPP",,,,,,2,,,4,,2,3,2,1,,4,,,,,,
1252,st866_Kuusamo_T,2020/03/27,1,"15 KATP",,,,,,,,,2,1,1,,,,,1,,,,,,
1252,st866_Kuusamo_T,2020/03/27,1,"16 HA + PK",,,,,,,,,,,,,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/03/27,1,"17 HA + AV",,,,,,,,,1,,,1,,,,2,,,,,,
1252,st866_Kuusamo_T,2020/03/27,2,"11 HA-PA",,,,,,1,,,,,2,1,,3,,,,4,,,,
1252,st866_Kuusamo_T,2020/03/27,2,"12 KAIP",,,,,,,,,,,1,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/03/27,2,"14 KAPP",,,,,,,,1,1,,1,3,1,,1,2,,,,,,
1252,st866_Kuusamo_T,2020/03/27,2,"15 KATP",,,,,,,,1,,1,,1,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/03/28,1,"11 HA-PA",,,,,,8,2,,,2,1,,,1,1,1,1,,,,,
1252,st866_Kuusamo_T,2020/03/28,1,"12 KAIP",,,,,,,1,,,,,,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/03/28,1,"14 KAPP",,,,,,,2,1,2,2,,,2,2,2,,,,,,,
1252,st866_Kuusamo_T,2020/03/28,1,"15 KATP",,,,,,,2,,,5,,1,1,,,1,,,,,,
1252,st866_Kuusamo_T,2020/03/28,1,"16 HA + PK",,,,,,,1,,,,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/03/28,1,"17 HA + AV",,,,,,,,1,,,,1,,,2,,,,,,,
1252,st866_Kuusamo_T,2020/03/28,2,"11 HA-PA",,,,,,,,,,1,1,,2,,,1,,4,,,,
1252,st866_Kuusamo_T,2020/03/28,2,"14 KAPP",,,,,,,,4,,3,1,,1,,2,1,,,,,,
1252,st866_Kuusamo_T,2020/03/28,2,"15 KATP",,,,,,,1,,,2,,,1,1,,1,,,,,,
1252,st866_Kuusamo_T,2020/03/29,1,"11 HA-PA",,,,,,,7,2,,,,,,2,1,,,,,,,
1252,st866_Kuusamo_T,2020/03/29,1,"12 KAIP",,,,,,,,,1,,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/03/29,1,"14 KAPP",,,,,,,,,3,,3,,1,3,,,2,1,,,,
1252,st866_Kuusamo_T,2020/03/29,1,"15 KATP",,,,,,,,1,1,,,1,,,,,,2,,,,
1252,st866_Kuusamo_T,2020/03/29,1,"17 HA + AV",,,,,,,,1,1,,1,,1,1,,,,,,,,
1252,st866_Kuusamo_T,2020/03/29,2,"11 HA-PA",,,,,,,,,,,,,3,,1,,,,4,,,
1252,st866_Kuusamo_T,2020/03/29,2,"14 KAPP",,,,,,,,2,,,2,1,1,2,1,,,,,,,
1252,st866_Kuusamo_T,2020/03/29,2,"15 KATP",,,,,,,,1,,,1,,1,1,,,,,,,,
1252,st866_Kuusamo_T,2020/03/30,1,"11 HA-PA",,,,,,,7,1,1,2,6,3,1,1,,1,,,,,,
1252,st866_Kuusamo_T,2020/03/30,1,"12 KAIP",,,,,,,,,,1,,1,,,,,,,,,,
1252,st866_Kuusamo_T,2020/03/30,1,"14 KAPP",,,,,,,,2,3,1,2,3,2,5,,,4,2,,,,
1252,st866_Kuusamo_T,2020/03/30,1,"15 KATP",,,,,,,,2,,1,3,1,,2,,1,,,,,,
1252,st866_Kuusamo_T,2020/03/30,1,"16 HA + PK",,,,,,,,1,1,,,,,,,,,,,,,
1252,st866_Kuusamo_T,2020/03/30,1,"17 HA + AV",,,,,,,,2,,,,2,,1,,,,,,,,
1252,st866_Kuusamo_T,2020/03/30,2,"11 HA-PA",,,,,,,,,1,1,3,3,2,,1,,1,,4,,,
1252,st866_Kuusamo_T,2020/03/30,2,"14 KAPP",,,,,,,,2,2,2,2,2,2,1,1,2,1,,,,,
1252,st866_Kuusamo_T,2020/03/30,2,"15 KATP",,,,,,,,,1,1,1,,1,,2,1,1,,,,,
1252,st866_Kuusamo_T,2020/03/31,1,"11 HA-PA",,,,,,,4,1,2,1,2,2,,,1,,,,,,,
1252,st866_Kuusamo_T,2020/03/31,1,"12 KAIP",,,,,,,,1,,,,1,,1,,,,2,,,,
1252,st866_Kuusamo_T,2020/03/31,1,"14 KAPP",,,,,,,,,2,,,2,,1,2,,,,,,,
1252,st866_Kuusamo_T,2020/03/31,1,"15 KATP",,,,,,,,2,1,1,1,2,2,1,,,,,,,,
1252,st866_Kuusamo_T,2020/03/31,1,"17 HA + AV",,,,,,,,,,,,1,,,1,,,,,,,
1252,st866_Kuusamo_T,2020/03/31,2,"11 HA-PA",,,,,,,,,2,1,3,,,1,,,,2,1,,,
1252,st866_Kuusamo_T,2020/03/31,2,"12 KAIP",,,,,,,,,,,,,,,,,,1,1,,,
1252,st866_Kuusamo_T,2020/03/31,2,"14 KAPP",,,,,,,,,2,4,,1,,1,,,1,2,,,,
1252,st866_Kuusamo_T,2020/03/31,2,"15 KATP",,,,,,,,,2,,2,,1,2,,3,1,,,,,
1252,st866_Kuusamo_T,2020/03/31,2,"17 HA + AV",,,,,,,,,,,,,,,,,1,,,,,
